match_date,competition_name,home_team,home_score,home_elo,home_tries,home_conversion,home_penalty,home_kick,away_team,away_score,away_elo,away_tries,away_conversion,away_penalty,away_kick
1992-01-18,International Test Match,Spain,3,2484,0,0,1,0,England B,34,2515,4,4,2,0
1992-01-18,Six Nations Championship,Scotland,7,2484,1,1,0,0,England,25,2515,1,1,6,0
1992-01-18,Six Nations Championship,Ireland,15,2489,0,0,5,0,Wales,16,2510,1,1,3,0
1992-02-01,Six Nations Championship,England,38,2528,5,5,1,0,Ireland,9,2476,0,0,3,0
1992-02-01,Six Nations Championship,Wales,9,2499,0,0,3,0,France,12,2510,0,0,4,0
1992-02-15,Six Nations Championship,France,13,2495,1,1,2,0,England,31,2543,4,4,1,0
1992-02-15,Six Nations Championship,Ireland,10,2466,1,1,1,0,Scotland,18,2494,0,0,6,0
1992-03-07,Six Nations Championship,England,24,2556,3,3,1,0,Wales,0,2487,0,0,0,0
1992-03-07,Six Nations Championship,Scotland,10,2504,1,1,1,0,France,6,2486,0,0,2,0
1992-03-21,Six Nations Championship,France,44,2499,5,5,3,0,Ireland,12,2452,0,0,4,0
1992-03-21,Six Nations Championship,Wales,15,2497,0,0,5,0,Scotland,12,2494,0,0,4,0
1992-03-27,FIRA Championship D2,Andorra,6,2484,0,0,2,0,Portugal,29,2515,2,2,5,0
1992-03-27,FIRA Championship D2,Germany,7,2509,1,1,0,0,Netherlands,3,2490,0,0,1,0
1992-04-10,FIRA Championship D2,Portugal,15,2524,0,0,5,0,Morocco,0,2490,0,0,0,0
1992-04-10,FIRA Championship D2,Belgium,17,2509,2,2,1,0,Germany,10,2499,1,1,1,0
1992-04-24,FIRA Championship D2,Morocco,38,2505,5,5,1,0,Andorra,10,2470,1,1,1,0
1992-04-25,FIRA Championship D2,Portugal,18,2533,0,0,6,0,Tunisia,16,2490,1,1,3,0
1992-05-13,FIRA Championship D2,Netherlands,12,2480,0,0,4,0,Poland,17,2510,2,2,1,0
1992-06-30,FIRA Championship D2,Tunisia,5,2481,1,0,0,0,Morocco,6,2514,0,0,2,0
1992-09-11,International Test Match,Spain,14,2469,2,0,0,0,Scotland A,35,2514,4,0,3,0
1992-10-25,FIRA Championship D2,Poland,17,2519,2,2,1,0,Sweden,10,2490,1,1,1,0
1992-10-25,Rugby World Cup Qualifier,Denmark,8,2509,1,0,1,0,Switzerland,3,2490,0,0,1,0
1992-10-26,Rugby World Cup Qualifier,Andorra,3,2481,0,0,1,0,Denmark,0,2498,0,0,0,0
1992-10-30,FIRA Championship D2,Poland,25,2533,1,1,6,0,Czech Republic,8,2486,1,0,1,0
1992-10-30,FIRA Championship D2,Hungary,5,2509,1,0,0,0,Austria,3,2490,0,0,1,0
1992-10-30,Rugby World Cup Qualifier,Andorra,0,2471,0,0,0,0,Switzerland,14,2500,2,2,0,0
1992-11-06,FIRA Championship D2,Slovenia,3,2484,0,0,1,0,Croatia,35,2515,5,5,0,0
1992-11-14,FIRA Championship D2,Czech Republic,21,2495,3,3,0,0,Netherlands,16,2470,1,1,3,0
1992-11-20,FIRA Championship D2,Slovenia,9,2494,0,0,3,0,Austria,5,2480,1,0,0,0
1992-11-27,FIRA Championship D2,Netherlands,40,2485,4,4,4,0,Andorra,6,2456,0,0,2,0
1993-01-16,Six Nations Championship,England,16,2564,1,1,3,0,France,15,2491,0,0,5,0
1993-01-16,Six Nations Championship,Scotland,15,2502,0,0,5,0,Ireland,3,2443,0,0,1,0
1993-02-06,Six Nations Championship,France,11,2501,1,0,2,0,Scotland,3,2492,0,0,1,0
1993-02-06,Six Nations Championship,Wales,10,2508,1,1,1,0,England,9,2552,0,0,3,0
1993-02-20,Six Nations Championship,Ireland,6,2435,0,0,2,0,France,21,2510,3,3,0,0
1993-02-20,Six Nations Championship,Scotland,20,2507,2,2,2,0,Wales,0,2493,0,0,0,0
1993-03-04,International Test Match,England A,66,2513,11,0,1,0,Spain,5,2456,1,0,0,0
1993-03-06,Six Nations Championship,England,26,2561,2,2,4,0,Scotland,12,2499,0,0,4,0
1993-03-06,Six Nations Championship,Wales,14,2481,2,2,0,0,Ireland,19,2447,1,1,4,0
1993-03-20,Six Nations Championship,France,26,2523,2,2,4,0,Wales,10,2468,1,1,1,0
1993-03-20,Six Nations Championship,Ireland,17,2460,2,2,1,0,England,3,2548,0,0,1,0
1993-04-16,FIRA Championship D2,Andorra,6,2448,0,0,2,0,Poland,19,2541,1,1,4,0
1993-04-30,FIRA Championship D2,Hungary,36,2523,3,3,5,0,Slovenia,6,2480,0,0,2,0
1993-04-30,Rugby World Cup Qualifier,Germany,31,2514,4,4,1,0,Lithuania,5,2485,1,0,0,0
1993-05-01,FIRA Championship D2,Netherlands,0,2476,0,0,0,0,Poland,7,2549,1,1,0,0
1993-05-07,FIRA Championship D2,Austria,0,2466,0,0,0,0,Croatia,16,2529,1,1,3,0
1993-05-07,Rugby World Cup Qualifier,Latvia,5,2485,1,0,0,0,Germany,27,2529,3,3,2,0
1993-05-10,Rugby World Cup Qualifier,Portugal,8,2542,1,0,1,0,Belgium,3,2500,0,0,1,0
1993-05-10,Rugby World Cup Qualifier,Spain,40,2472,4,4,4,0,Switzerland,0,2483,0,0,0,0
1993-05-12,Rugby World Cup Qualifier,Spain,67,2488,7,7,6,0,Belgium,6,2485,0,0,2,0
1993-05-12,Rugby World Cup Qualifier,Portugal,32,2554,2,2,6,0,Switzerland,0,2471,0,0,0,0
1993-05-14,FIRA Championship D2,Andorra,6,2459,0,0,2,0,Czech Republic,3,2484,0,0,1,0
1993-05-14,Rugby World Cup Qualifier,Belgium,42,2499,6,6,0,0,Switzerland,3,2457,0,0,1,0
1993-05-15,Rugby World Cup Qualifier,Portugal,15,2536,0,0,5,0,Spain,37,2506,4,4,3,0
1993-05-21,FIRA Championship D2,Croatia,78,2543,9,9,5,0,Hungary,3,2509,0,0,1,0
1993-05-24,Rugby World Cup Qualifier,Russia,15,2509,0,0,5,0,Georgia,9,2490,0,0,3,0
1993-05-26,Rugby World Cup Qualifier,Poland,23,2561,2,2,3,0,Georgia,6,2478,0,0,2,0
1993-05-28,Rugby World Cup Qualifier,Poland,5,2544,1,0,0,0,Russia,41,2527,5,5,2,0
1993-05-28,Rugby World Cup Qualifier,Lithuania,6,2475,0,0,2,0,Latvia,7,2495,1,1,0,0
1993-05-29,Rugby World Cup Qualifier,Hungary,8,2493,1,0,1,0,Israel,67,2515,7,7,6,0
1993-06-05,FIRA Championship D2,Sweden,30,2504,3,3,3,0,Czech Republic,7,2470,1,1,0,0
1993-06-11,Rugby World Cup Qualifier,Fiji,11,2489,1,0,2,0,Tonga,24,2510,3,3,1,0
1993-07-02,Rugby World Cup Qualifier,Namibia,64,2514,7,7,5,0,Arabian Gulf,20,2485,2,2,2,0
1993-07-02,Rugby World Cup Qualifier,Kenya,7,2484,1,1,0,0,Zimbabwe,42,2515,6,6,0,0
1993-07-06,Rugby World Cup Qualifier,Zimbabwe,50,2528,5,5,5,0,Arabian Gulf,21,2472,3,3,0,0
1993-07-06,Rugby World Cup Qualifier,Kenya,9,2470,0,0,3,0,Namibia,60,2528,6,6,6,0
1993-07-09,Rugby World Cup Qualifier,Kenya,24,2480,3,3,1,0,Arabian Gulf,23,2462,2,2,3,0
1993-07-09,Rugby World Cup Qualifier,Zimbabwe,16,2513,1,1,3,0,Namibia,41,2544,5,5,2,0
1993-07-16,Rugby World Cup Qualifier,Tonga,10,2499,1,1,1,0,Fiji,15,2500,0,0,5,0
1993-09-10,FIRA Championship D2,Sweden,25,2517,1,1,6,0,Andorra,6,2446,0,0,2,0
1993-10-15,FIRA Championship D2,Hungary,3,2478,0,0,1,0,Ukraine,41,2515,5,5,2,0
1993-10-16,FIRA Championship D2,Czech Republic,19,2482,1,1,4,0,Poland,18,2532,0,0,6,0
1993-10-23,FIRA Championship D2,Austria,11,2456,1,0,2,0,Slovenia,14,2490,2,2,0,0
1993-10-25,Rugby World Cup Qualifier,Tunisia,16,2471,1,1,3,0,Ivory Coast,19,2509,1,1,4,0
1993-10-27,Rugby World Cup Qualifier,Tunisia,5,2462,1,0,0,0,Morocco,6,2523,0,0,2,0
1993-10-29,Rugby World Cup Qualifier,Morocco,3,2513,0,0,1,0,Ivory Coast,15,2520,0,0,5,0
1993-10-30,Rugby World Cup Qualifier,Netherlands,42,2491,6,6,0,0,Czech Republic,6,2467,0,0,2,0
1993-10-30,Rugby World Cup Qualifier,Sweden,26,2532,2,2,4,0,Israel,10,2501,1,1,1,0
1993-11-02,Rugby World Cup Qualifier,Sweden,7,2513,1,1,0,0,Czech Republic,34,2485,4,4,2,0
1993-11-02,Rugby World Cup Qualifier,Netherlands,56,2506,8,8,0,0,Israel,0,2486,0,0,0,0
1993-11-05,FIRA Championship D2,Poland,30,2543,3,3,3,0,Andorra,10,2435,1,1,1,0
1993-11-05,Rugby World Cup Qualifier,Israel,0,2470,0,0,0,0,Czech Republic,28,2501,4,4,0,0
1993-11-05,Rugby World Cup Qualifier,Netherlands,31,2521,4,4,1,0,Sweden,6,2498,0,0,2,0
1993-11-30,FIRA Championship D2,Lithuania,0,2465,0,0,0,0,Denmark,3,2508,0,0,1,0
1993-11-30,FIRA Championship D2,Andorra,6,2447,0,0,2,0,Swindon,0,2488,0,0,0,0
1994-01-15,Six Nations Championship,France,35,2535,5,5,0,0,Ireland,15,2448,0,0,5,0
1994-01-15,Six Nations Championship,Wales,29,2484,2,2,5,0,Scotland,6,2483,0,0,2,0
1994-02-05,Six Nations Championship,Scotland,14,2475,2,2,0,0,England,15,2556,0,0,5,0
1994-02-05,Six Nations Championship,Ireland,15,2439,0,0,5,0,Wales,17,2493,2,2,1,0
1994-02-19,Six Nations Championship,England,12,2543,0,0,4,0,Ireland,13,2452,1,1,2,0
1994-02-19,Six Nations Championship,Wales,24,2504,3,3,1,0,France,15,2524,0,0,5,0
1994-03-05,Six Nations Championship,France,14,2514,2,2,0,0,England,18,2552,0,0,6,0
1994-03-05,Six Nations Championship,Ireland,6,2452,0,0,2,0,Scotland,6,2474,0,0,2,0
1994-03-11,Rugby World Cup Qualifier,Bermuda,3,2484,0,0,1,0,United States of America,60,2515,6,6,6,0
1994-03-19,Six Nations Championship,England,15,2561,0,0,5,0,Wales,8,2496,1,0,1,0
1994-03-19,Six Nations Championship,Scotland,12,2465,0,0,4,0,France,20,2524,2,2,2,0
1994-03-25,FIRA Championship D2,Andorra,10,2435,1,1,1,0,Netherlands,49,2533,7,7,0,0
1994-04-15,FIRA Championship D2,Sweden,18,2489,0,0,6,0,Poland,25,2552,1,1,6,0
1994-04-15,FIRA Championship D2,Croatia,41,2554,5,5,2,0,Austria,12,2445,0,0,4,0
1994-04-22,FIRA Championship D2,Czech Republic,56,2512,8,8,0,0,Andorra,0,2423,0,0,0,0
1994-04-22,FIRA Championship D2,Croatia,77,2566,11,11,0,0,Slovenia,10,2478,1,1,1,0
1994-04-29,FIRA Championship D2,Poland,13,2561,1,1,2,0,Netherlands,10,2524,1,1,1,0
1994-04-30,FIRA Championship D2,Croatia,13,2554,1,1,2,0,Ukraine,23,2526,2,2,3,0
1994-05-01,Rugby World Cup Qualifier,Romania,60,2515,6,6,6,0,Germany,6,2513,0,0,2,0
1994-05-03,Rugby World Cup Qualifier,Germany,5,2498,1,0,0,0,Russia,67,2542,7,7,6,0
1994-05-06,FIRA Championship D2,Slovenia,26,2469,2,2,4,0,Ukraine,41,2535,5,5,2,0
1994-05-06,FIRA Championship D2,Sweden,6,2476,0,0,2,0,Netherlands,44,2538,5,5,3,0
1994-05-06,Rugby World Cup Qualifier,Romania,30,2531,3,3,3,0,Russia,0,2526,0,0,0,0
1994-05-13,FIRA Championship D2,Slovenia,28,2479,4,4,0,0,Hungary,17,2468,2,2,1,0
1994-05-13,FIRA Championship D2,Austria,0,2434,0,0,0,0,Ukraine,78,2547,9,9,5,0
1994-05-13,Rugby World Cup Qualifier,Netherlands,38,2551,5,5,1,0,Czech Republic,9,2499,0,0,3,0
1994-05-17,Rugby World Cup Qualifier,Portugal,11,2519,1,0,2,0,Wales,102,2513,12,12,6,0
1994-05-17,Rugby World Cup Qualifier,Italy,104,2514,14,14,2,0,Czech Republic,8,2484,1,0,1,0
1994-05-20,Rugby World Cup Qualifier,Italy,63,2530,9,9,0,0,Netherlands,9,2535,0,0,3,0
1994-05-20,Rugby World Cup Qualifier,Spain,0,2491,0,0,0,0,Wales,54,2528,6,6,4,0
1994-05-27,FIRA Championship D2,Hungary,5,2456,1,0,0,0,Croatia,31,2566,4,4,1,0
1994-05-27,Rugby World Cup Qualifier,United States of America,22,2504,1,1,5,0,Argentina,28,2510,4,4,0,0
1994-05-28,Rugby World Cup Qualifier,Spain,35,2507,5,5,0,0,Portugal,19,2503,1,1,4,0
1994-06-13,Rugby World Cup Qualifier,Morocco,17,2523,2,2,1,0,Ivory Coast,9,2510,0,0,3,0
1994-06-13,Rugby World Cup Qualifier,Zimbabwe,20,2503,2,2,2,0,Namibia,25,2553,1,1,6,0
1994-06-15,Rugby World Cup Qualifier,Ivory Coast,13,2521,1,1,2,0,Namibia,12,2542,0,0,4,0
1994-06-15,Rugby World Cup Qualifier,Morocco,9,2512,0,0,3,0,Zimbabwe,21,2514,3,3,0,0
1994-06-17,Rugby World Cup Qualifier,Zimbabwe,10,2504,1,1,1,0,Ivory Coast,17,2531,2,2,1,0
1994-06-17,Rugby World Cup Qualifier,Morocco,16,2512,1,1,3,0,Namibia,16,2542,1,1,3,0
1994-06-19,Rugby World Cup Qualifier,Argentina,16,2520,1,1,3,0,United States of America,11,2495,1,0,2,0
1994-09-16,Rugby World Cup Qualifier,Romania,9,2521,0,0,3,0,Wales,16,2538,1,1,3,0
1994-09-30,Rugby World Cup Qualifier,Italy,24,2544,3,3,1,0,Romania,6,2506,0,0,2,0
1994-10-08,FIRA Championship D2,Latvia,28,2508,4,4,0,0,Lithuania,10,2452,1,1,1,0
1994-10-12,Rugby World Cup Qualifier,Wales,29,2548,2,2,5,0,Italy,19,2534,1,1,4,0
1994-10-14,FIRA Championship D2,Luxembourg,22,2513,1,1,5,0,Slovenia,3,2465,0,0,1,0
1994-10-21,Rugby World Cup Qualifier,Malaysia,23,2509,2,2,3,0,Sri Lanka,18,2490,0,0,6,0
1994-10-22,Rugby World Cup Qualifier,Japan,56,2514,8,8,0,0,Chinese Taipei,5,2485,1,0,0,0
1994-10-22,Rugby World Cup Qualifier,Hong Kong,17,2489,2,2,1,0,Korea,28,2510,4,4,0,0
1994-10-22,Rugby World Cup Qualifier,Thailand,69,2514,9,9,2,0,Singapore,5,2485,1,0,0,0
1994-10-23,Rugby World Cup Qualifier,Malaysia,15,2498,0,0,5,0,Chinese Taipei,23,2496,2,2,3,0
1994-10-23,Rugby World Cup Qualifier,Sri Lanka,3,2475,0,0,1,0,Japan,67,2528,7,7,6,0
1994-10-24,Rugby World Cup Qualifier,Hong Kong,93,2505,12,12,3,0,Thailand,0,2498,0,0,0,0
1994-10-24,Rugby World Cup Qualifier,Korea,90,2523,12,12,2,0,Singapore,3,2471,0,0,1,0
1994-10-25,Rugby World Cup Qualifier,Sri Lanka,9,2461,0,0,3,0,Chinese Taipei,25,2510,1,1,6,0
1994-10-25,Rugby World Cup Qualifier,Malaysia,9,2484,0,0,3,0,Japan,97,2543,13,13,2,0
1994-10-26,Rugby World Cup Qualifier,Hong Kong,164,2518,23,23,1,0,Singapore,13,2458,1,1,2,0
1994-10-26,Rugby World Cup Qualifier,Thailand,11,2484,1,0,2,0,Korea,65,2538,8,8,3,0
1994-10-28,Rugby World Cup Qualifier,Hong Kong,80,2532,11,11,1,0,Chinese Taipei,26,2496,2,2,4,0
1994-10-28,Rugby World Cup Qualifier,Japan,26,2552,2,2,4,0,Korea,11,2528,1,0,2,0
1994-10-29,FIRA Championship D2,Croatia,11,2573,1,0,2,0,Switzerland,3,2451,0,0,1,0
1994-11-01,FIRA Championship D2,Slovenia,17,2475,2,2,1,0,Switzerland,14,2441,2,2,0,0
1994-11-04,FIRA Championship D2,Denmark,27,2518,3,3,2,0,Latvia,19,2499,1,1,4,0
1994-11-25,FIRA Championship D2,Andorra,28,2434,4,4,0,0,Slovenia,23,2464,2,2,3,0
1994-11-26,FIRA Championship D2,Denmark,12,2528,0,0,4,0,Ukraine,6,2536,0,0,2,0
1994-11-30,FIRA Championship D2,Georgia,3,2489,0,0,1,0,Denmark,0,2517,0,0,0,0
1994-12-02,FIRA Championship D2,Croatia,12,2561,0,0,4,0,Luxembourg,21,2525,3,3,0,0
1995-01-21,Six Nations Championship,France,21,2534,3,3,0,0,Wales,9,2538,0,0,3,0
1995-01-21,Six Nations Championship,Ireland,8,2445,1,0,1,0,England,20,2568,2,2,2,0
1995-02-04,Six Nations Championship,England,31,2581,4,4,1,0,France,10,2521,1,1,1,0
1995-02-04,Six Nations Championship,Scotland,26,2474,2,2,4,0,Ireland,13,2436,1,1,2,0
1995-02-18,Six Nations Championship,France,21,2509,3,3,0,0,Scotland,23,2486,2,2,3,0
1995-02-18,Six Nations Championship,Wales,9,2529,0,0,3,0,England,23,2590,2,2,3,0
1995-03-04,Six Nations Championship,Ireland,7,2424,1,1,0,0,France,25,2522,1,1,6,0
1995-03-04,Six Nations Championship,Scotland,26,2497,2,2,4,0,Wales,13,2518,1,1,2,0
1995-03-18,Six Nations Championship,England,24,2597,3,3,1,0,Scotland,12,2490,0,0,4,0
1995-03-18,Six Nations Championship,Wales,12,2505,0,0,4,0,Ireland,16,2437,1,1,3,0
1995-03-22,FIRA Championship D2,Bulgaria,8,2484,1,0,1,0,Georgia,70,2505,10,10,0,0
1995-03-22,FIRA Championship D2,Hungary,14,2447,2,2,0,0,Moldova,17,2509,2,2,1,0
1995-03-24,FIRA Championship D2,Georgia,47,2520,5,5,4,0,Moldova,5,2494,1,0,0,0
1995-03-24,FIRA Championship D2,Bulgaria,8,2492,1,0,1,0,Hungary,0,2438,0,0,0,0
1995-04-07,FIRA Championship D2,Slovenia,24,2476,3,3,1,0,Croatia,17,2548,2,2,1,0
1995-04-21,FIRA Championship D2,Andorra,0,2423,0,0,0,0,Croatia,16,2559,1,1,3,0
1995-04-30,FIRA Championship D2,Luxembourg,0,2506,0,0,0,0,Switzerland,24,2460,3,3,1,0
1995-05-12,FIRA Championship D2,Luxembourg,18,2505,0,0,6,0,Andorra,18,2425,0,0,6,0
1995-05-25,Rugby World Cup,South Africa,27,2520,3,3,2,0,Australia,18,2480,0,0,6,0
1995-05-26,Rugby World Cup,Scotland,89,2523,11,11,4,0,Ivory Coast,0,2498,0,0,0,0
1995-05-26,Rugby World Cup,France,38,2550,5,5,1,0,Tonga,10,2471,1,1,1,0
1995-05-26,Rugby World Cup,Romania,3,2476,0,0,1,0,Canada,34,2530,4,4,2,0
1995-05-27,Rugby World Cup,Samoa,42,2533,6,6,0,0,Italy,18,2501,0,0,6,0
1995-05-27,Rugby World Cup,Wales,57,2539,7,5,4,1,Japan,10,2518,2,0,0,0
1995-05-27,Rugby World Cup,England,24,2613,3,3,1,0,Argentina,18,2504,0,0,6,0
1995-05-27,Rugby World Cup,Ireland,19,2412,1,1,4,0,New Zealand,43,2524,4,4,5,0
1995-05-30,Rugby World Cup,Argentina,26,2486,1,2,4,1,Samoa,32,2551,3,1,5,1
1995-05-30,Rugby World Cup,South Africa,21,2537,3,3,0,0,Romania,8,2458,1,0,1,0
1995-05-30,Rugby World Cup,France,54,2575,6,6,4,0,Ivory Coast,18,2472,0,0,6,0
1995-05-30,Rugby World Cup,Scotland,41,2549,5,5,2,0,Tonga,5,2445,1,0,0,0
1995-05-31,Rugby World Cup,Australia,27,2514,3,3,2,0,Canada,11,2496,1,0,2,0
1995-05-31,Rugby World Cup,Ireland,50,2451,5,6,1,1,Japan,28,2479,4,4,0,1
1995-05-31,Rugby World Cup,England,27,2627,3,3,2,0,Italy,20,2488,2,2,2,0
1995-05-31,Rugby World Cup,Wales,9,2508,0,0,2,1,New Zealand,34,2555,3,2,4,1
1995-06-03,Rugby World Cup,Tonga,29,2478,2,2,5,0,Ivory Coast,11,2440,1,0,2,0
1995-06-03,Rugby World Cup,Australia,42,2539,6,6,0,1,Romania,3,2433,0,0,0,0
1995-06-03,Rugby World Cup,Scotland,19,2530,1,1,4,0,France,22,2594,1,1,5,0
1995-06-03,Rugby World Cup,South Africa,20,2563,2,2,2,0,Canada,0,2469,0,0,0,0
1995-06-03,FIRA Championship D2,Latvia,20,2509,2,2,2,0,Ukraine,16,2526,1,1,3,0
1995-06-04,Rugby World Cup,Argentina,25,2466,1,1,6,0,Italy,31,2508,4,4,1,0
1995-06-04,Rugby World Cup,New Zealand,145,2579,21,20,0,1,Japan,17,2456,2,2,1,1
1995-06-04,Rugby World Cup,Ireland,24,2474,3,3,1,0,Wales,23,2484,2,2,3,0
1995-06-04,Rugby World Cup,England,44,2650,5,5,3,0,Samoa,22,2527,1,1,5,0
1995-06-10,Rugby World Cup,Ireland,12,2454,0,0,4,0,France,36,2614,3,3,5,0
1995-06-10,Rugby World Cup,South Africa,42,2590,6,3,2,1,Samoa,14,2500,2,2,0,1
1995-06-11,Rugby World Cup,England,25,2664,1,1,6,0,Australia,22,2525,1,1,5,0
1995-06-11,Rugby World Cup,Scotland,30,2505,3,3,3,0,New Zealand,48,2605,6,6,2,0
1995-06-17,Rugby World Cup,South Africa,19,2612,1,1,4,0,France,15,2592,0,0,5,0
1995-06-18,Rugby World Cup,England,29,2629,2,2,5,0,New Zealand,45,2640,6,6,1,0
1995-06-22,Rugby World Cup,England,9,2607,0,0,3,0,France,19,2614,1,1,4,0
1995-06-24,Rugby World Cup,South Africa,15,2633,0,0,5,0,New Zealand,12,2618,0,0,4,0
1995-06-30,FIRA Championship D2,Ukraine,31,2537,4,4,1,0,Lithuania,0,2440,0,0,0,0
1995-09-22,FIRA Championship D2,Germany,28,2507,4,4,0,0,Czech Republic,17,2475,2,2,1,0
1995-10-07,FIRA Championship D2,Lithuania,8,2429,1,0,1,0,Ukraine,27,2548,3,3,2,0
1995-10-09,FIRA Championship D2,Latvia,3,2496,0,0,1,0,Ukraine,19,2562,1,1,4,0
1995-10-14,FIRA Championship D2,Georgia,14,2529,2,2,0,0,Germany,3,2498,0,0,1,0
1995-10-20,FIRA Championship D2,Latvia,13,2505,1,1,2,0,Moldova,5,2484,1,0,0,0
1995-10-27,FIRA Championship D2,Luxembourg,7,2496,1,1,0,0,Croatia,16,2568,1,1,3,0
1995-10-27,FIRA Championship D2,Ukraine,38,2573,5,5,1,0,Moldova,0,2473,0,0,0,0
1995-10-28,FIRA Championship D2,Denmark,20,2517,2,2,2,0,Netherlands,20,2535,2,2,2,0
1995-11-04,FIRA Championship D2,Austria,21,2443,3,3,0,0,Hungary,8,2429,1,0,1,0
1995-11-23,FIRA Championship D2,Netherlands,55,2549,7,7,2,0,Georgia,3,2515,0,0,1,0
1996-01-20,Six Nations Championship,France,15,2624,0,0,5,0,England,12,2597,0,0,4,0
1996-01-20,Six Nations Championship,Ireland,10,2445,1,1,1,0,Scotland,16,2513,1,1,3,0
1996-02-03,Six Nations Championship,Scotland,19,2526,1,1,4,0,France,14,2611,2,2,0,0
1996-02-03,Six Nations Championship,England,21,2604,3,3,0,0,Wales,15,2478,0,0,5,0
1996-02-17,Six Nations Championship,France,45,2619,6,6,1,0,Ireland,10,2437,1,1,1,0
1996-02-17,Six Nations Championship,Wales,14,2469,2,2,0,0,Scotland,16,2535,1,1,3,0
1996-03-01,Super Rugby Pacific,Hurricanes,28,2489,4,4,0,0,Blues,36,2510,3,3,5,0
1996-03-01,Super Rugby Pacific,New South Wales Waratahs,32,2514,2,2,6,0,Transvaal,11,2485,1,0,2,0
1996-03-02,Six Nations Championship,Ireland,30,2448,3,3,3,0,Wales,17,2458,2,2,1,0
1996-03-02,Six Nations Championship,Scotland,9,2527,0,0,3,0,England,18,2612,0,0,6,0
1996-03-02,Super Rugby Pacific,Natal Sharks,28,2509,4,4,0,0,Western Province,22,2490,1,1,5,0
1996-03-03,Super Rugby Pacific,Chiefs,27,2509,3,3,2,0,Crusaders,26,2490,2,2,4,0
1996-03-03,Super Rugby Pacific,Highlanders,57,2514,6,6,5,0,Queensland Reds,17,2485,2,2,1,0
1996-03-05,Super Rugby Pacific,Brumbies,13,2509,1,1,2,0,Transvaal,9,2476,0,0,3,0
1996-03-09,Super Rugby Pacific,Highlanders,29,2523,2,2,5,0,Transvaal,15,2467,0,0,5,0
1996-03-09,Super Rugby Pacific,Brumbies,35,2518,5,5,0,0,Hurricanes,28,2480,4,4,0,0
1996-03-09,Super Rugby Pacific,Northern Transvaal,30,2514,3,3,3,0,Natal Sharks,8,2494,1,0,1,0
1996-03-09,Super Rugby Pacific,Western Province,22,2480,1,1,5,0,New South Wales Waratahs,30,2524,3,3,3,0
1996-03-10,Super Rugby Pacific,Crusaders,18,2475,0,0,6,0,Blues,49,2524,7,7,0,0
1996-03-10,Super Rugby Pacific,Queensland Reds,26,2495,2,2,4,0,Chiefs,22,2499,1,1,5,0
1996-03-15,Super Rugby Pacific,Hurricanes,32,2494,2,2,6,0,Transvaal,16,2453,1,1,3,0
1996-03-15,Super Rugby Pacific,Brumbies,40,2528,4,4,4,0,Blues,34,2514,4,4,2,0
1996-03-16,Six Nations Championship,Wales,16,2472,1,1,3,0,France,15,2605,0,0,5,0
1996-03-16,Six Nations Championship,England,28,2618,4,4,0,0,Ireland,15,2442,0,0,5,0
1996-03-16,Super Rugby Pacific,Northern Transvaal,32,2524,2,2,6,0,New South Wales Waratahs,29,2514,2,2,5,0
1996-03-16,Super Rugby Pacific,Western Province,25,2467,1,1,6,0,Highlanders,52,2536,7,7,1,0
1996-03-17,Super Rugby Pacific,Queensland Reds,52,2509,7,7,1,0,Crusaders,16,2462,1,1,3,0
1996-03-17,Super Rugby Pacific,Natal Sharks,63,2509,9,9,0,0,Chiefs,25,2484,1,1,6,0
1996-03-20,Super Rugby Pacific,Northern Transvaal,59,2540,8,8,1,0,Highlanders,29,2521,2,2,5,0
1996-03-22,Super Rugby Pacific,Crusaders,16,2461,1,1,3,0,Western Province,16,2467,1,1,3,0
1996-03-23,Super Rugby Pacific,Transvaal,26,2464,2,2,4,0,Chiefs,23,2473,2,2,3,0
1996-03-23,FIRA Championship D2,Serbia and Montenegro,30,2511,3,3,3,0,Andorra,12,2413,0,0,4,0
1996-03-24,Super Rugby Pacific,Hurricanes,25,2484,1,1,6,0,Queensland Reds,32,2519,2,2,6,0
1996-03-24,Super Rugby Pacific,New South Wales Waratahs,44,2529,5,5,3,0,Brumbies,10,2513,1,1,1,0
1996-03-27,Super Rugby Pacific,Blues,48,2527,6,6,2,0,Western Province,30,2454,3,3,3,0
1996-03-29,Super Rugby Pacific,Crusaders,21,2473,3,3,0,0,New South Wales Waratahs,16,2517,1,1,3,0
1996-03-29,Super Rugby Pacific,Brumbies,44,2522,5,5,3,0,Natal Sharks,31,2499,4,4,1,0
1996-03-29,Super Rugby Pacific,Queensland Reds,25,2529,1,1,6,0,Northern Transvaal,18,2529,0,0,6,0
1996-03-29,FIRA Championship D2,Czech Republic,3,2463,0,0,1,0,Netherlands,26,2562,2,2,4,0
1996-03-30,Super Rugby Pacific,Chiefs,44,2487,5,5,3,0,Western Province,17,2440,2,2,1,0
1996-03-30,Super Rugby Pacific,Highlanders,15,2504,0,0,5,0,Hurricanes,44,2501,5,5,3,0
1996-04-02,Super Rugby Pacific,Blues,51,2541,6,6,3,0,Highlanders,29,2491,2,2,5,0
1996-04-02,Super Rugby Pacific,New South Wales Waratahs,6,2501,0,0,2,0,Natal Sharks,34,2516,4,4,2,0
1996-04-03,Super Rugby Pacific,Chiefs,26,2498,2,2,4,0,Brumbies,18,2512,0,0,6,0
