match_date,competition_name,home_team,home_score,home_elo,home_tries,home_conversion,home_penalty,home_kick,away_team,away_score,away_elo,away_tries,away_conversion,away_penalty,away_kick
2013-02-24,Premiership Rugby,London Irish,30,2523,2,1,6,0.78,Wasps,19,2571,1,1,4,0.83
2013-02-24,United Rugby Championship,Benetton Treviso,34,2442,5,3,1,1,Munster,10,2678,0,1,1,1
2013-02-24,United Rugby Championship,Zebre,13,2343,1,1,2,1,Dragons,14,2453,1,0,3,1
2013-03-01,Premiership Rugby,Bath Rugby,31,2657,2,2,4,0.75,Gloucester Rugby,25,2606,3,2,2,0.44
2013-03-01,Premiership Rugby,Worcester Warriors,29,2492,4,3,1,0.67,Wasps,23,2558,3,1,2,0.43
2013-03-01,French Top 14,Bayonne,6,2557,0,0,2,0,Biarritz Olympique,6,2586,0,0,2,0
2013-03-01,United Rugby Championship,Dragons,19,2451,2,0,2,1,Leinster,26,2798,4,3,0,1
2013-03-01,United Rugby Championship,Scarlets,14,2579,1,0,3,1,Edinburgh,13,2409,1,1,2,1
2013-03-01,United Rugby Championship,Ulster,29,2727,2,2,5,1,Benetton Treviso,29,2446,4,3,1,1
2013-03-01,United Rugby Championship,Glasgow Warriors,29,2636,4,3,1,1,Cardiff Blues,13,2505,1,1,2,1
2013-03-01,United Rugby Championship,Connacht,23,2481,2,2,2,1,Zebre,19,2337,1,1,4,1
2013-03-01,Super Rugby Pacific,Blues,34,2532,5,3,1,0.5,Crusaders,15,2675,0,0,5,1
2013-03-01,Super Rugby Pacific,New South Wales Waratahs,31,2491,3,2,4,0.75,Melbourne Rebels,26,2359,2,2,4,0.86
2013-03-01,Super Rugby Pacific,Queensland Reds,18,2598,2,1,2,0.75,Hurricanes,12,2553,0,0,4,0.57
2013-03-02,Premiership Rugby,Leicester Tigers,48,2751,5,6,2,1,Sale Sharks,10,2491,1,1,1,1
2013-03-02,Premiership Rugby,Northampton Saints,40,2682,6,5,0,0.71,London Irish,14,2514,1,0,3,0.75
2013-03-02,Premiership Rugby,Harlequins,16,2770,1,1,3,0.67,Exeter Chiefs,27,2621,2,1,5,0.86
2013-03-02,French Top 14,Stade Francais Paris,10,2588,1,1,1,0,Clermont Auvergne,37,2800,4,4,3,0
2013-03-02,French Top 14,Bordeaux Begles,48,2420,6,6,2,0,Agen,17,2438,2,2,1,0
2013-03-02,French Top 14,Racing 92,23,2619,2,2,3,0,Grenoble,3,2530,0,0,1,0
2013-03-02,French Top 14,Mont-de-Marsan,17,2313,2,2,1,0,Perpignan,31,2625,4,4,1,0
2013-03-02,French Top 14,Castres Olympique,26,2661,2,2,4,0,Montpellier Herault,20,2659,2,2,2,0
2013-03-02,French Top 14,Toulon,35,2734,5,5,0,0,Stade Toulousain,16,2726,1,1,3,0
2013-03-02,United Rugby Championship,Munster,13,2677,1,1,2,1,Ospreys,13,2654,1,1,2,1
2013-03-02,Super Rugby Pacific,Chiefs,45,2633,6,6,1,1,Cheetahs,3,2381,0,0,1,0.25
2013-03-02,Super Rugby Pacific,Bulls,36,2643,4,2,4,0.75,Western Force,26,2359,2,2,2,1
2013-03-02,Super Rugby Pacific,Sharks,12,2630,0,0,4,0.67,Stormers,6,2645,0,0,2,1
2013-03-03,Premiership Rugby,Saracens,35,2798,3,3,3,0.67,London Welsh,14,2420,1,0,2,0.67
2013-03-08,French Top 14,Montpellier Herault,15,2647,0,0,5,0,Racing 92,17,2630,2,2,1,0
2013-03-08,Super Rugby Pacific,Hurricanes,29,2566,2,2,5,1,Crusaders,28,2662,4,4,0,1
2013-03-08,Super Rugby Pacific,Melbourne Rebels,13,2355,1,1,2,0.5,Queensland Reds,23,2602,2,2,3,0.83
2013-03-08,Rugby World Cup Qualifier,Georgia,61,2495,7,7,4,0,Spain,18,2491,0,0,6,0
2013-03-08,Rugby World Cup Qualifier,Portugal,23,2387,2,2,3,0,Russia,31,2459,4,4,1,0
2013-03-08,Rugby World Cup Qualifier,Belgium,14,2535,2,2,0,0,Romania,32,2491,2,2,6,0
2013-03-09,Six Nations Championship,Scotland,18,2506,0,0,6,0.75,Wales,28,2725,1,1,7,0.73
2013-03-09,Six Nations Championship,Ireland,13,2708,1,1,2,0.6,France,13,2716,1,1,2,0.5
2013-03-09,French Top 14,Toulon,50,2743,5,5,5,0,Biarritz Olympique,15,2577,0,0,5,0
2013-03-09,French Top 14,Agen,20,2431,2,2,2,0,Bayonne,30,2563,3,3,3,0
2013-03-09,French Top 14,Stade Francais Paris,42,2593,6,6,0,0,Mont-de-Marsan,14,2308,2,2,0,0
2013-03-09,French Top 14,Stade Toulousain,33,2729,3,3,4,0,Bordeaux Begles,32,2417,2,2,6,0
2013-03-09,French Top 14,Perpignan,20,2633,2,2,2,0,Grenoble,18,2523,0,0,6,0
2013-03-09,French Top 14,Clermont Auvergne,37,2809,4,4,3,0,Castres Olympique,10,2652,1,1,1,0
2013-03-09,Super Rugby Pacific,Highlanders,19,2459,3,2,0,0.5,Cheetahs,36,2400,3,3,5,1
2013-03-09,Super Rugby Pacific,Brumbies,35,2569,4,3,3,0.86,New South Wales Waratahs,6,2479,0,0,2,1
2013-03-09,Super Rugby Pacific,Stormers,36,2655,3,3,5,1,Chiefs,34,2623,4,4,2,0.86
2013-03-09,Super Rugby Pacific,Southern Kings,12,2499,0,0,4,1,Sharks,21,2637,0,0,6,1
2013-03-09,Anglo-Welsh Cup,Harlequins,31,2776,4,4,1,0.83,Bath Rugby,23,2650,2,2,3,1
2013-03-10,Six Nations Championship,England,18,2810,0,0,6,1,Italy,11,2459,1,0,2,0.5
2013-03-10,Super Rugby Pacific,Blues,21,2525,2,1,3,0.67,Bulls,28,2650,3,2,3,0.71
2013-03-10,Anglo-Welsh Cup,Sale Sharks,21,2508,2,1,3,0.8,Saracens,15,2781,0,0,5,0.83
2013-03-15,Super Rugby Pacific,Highlanders,19,2452,1,1,4,0.83,Hurricanes,23,2573,3,1,2,0.6
2013-03-15,Super Rugby Pacific,New South Wales Waratahs,26,2466,2,2,4,0.75,Cheetahs,27,2413,3,3,2,0.83
2013-03-15,Super Rugby Pacific,Southern Kings,24,2492,2,1,4,0.83,Chiefs,35,2630,4,3,3,0.75
2013-03-15,FIRA Championship D2,Cyprus,79,2605,10,10,3,0,Bulgaria,10,2411,1,1,1,0
2013-03-15,Rugby World Cup Qualifier,Romania,9,2491,0,0,3,0,Georgia,9,2496,0,0,3,0
2013-03-15,Rugby World Cup Qualifier,Russia,43,2471,4,4,5,0,Belgium,32,2523,2,2,6,0
2013-03-15,Rugby World Cup Qualifier,Spain,9,2489,0,0,3,0,Portugal,9,2389,0,0,3,0
2013-03-16,Six Nations Championship,Italy,22,2475,1,1,5,0.75,Ireland,15,2692,0,0,5,0.83
2013-03-16,Six Nations Championship,Wales,30,2743,2,1,5,0.86,England,3,2792,0,0,1,0.33
2013-03-16,Six Nations Championship,France,23,2720,2,2,3,1,Scotland,16,2501,1,1,3,1
2013-03-16,Super Rugby Pacific,Crusaders,41,2676,6,4,1,0.71,Bulls,19,2636,1,1,4,1
2013-03-16,Super Rugby Pacific,Queensland Reds,12,2586,0,0,4,0.8,Western Force,19,2375,1,1,4,0.83
2013-03-16,Super Rugby Pacific,Sharks,10,2618,1,1,1,1,Brumbies,29,2587,4,3,1,0.8
2013-03-17,Anglo-Welsh Cup,Harlequins,32,2781,4,3,2,0.83,Sale Sharks,14,2503,1,0,3,0.75
2013-03-22,Premiership Rugby,Sale Sharks,14,2516,1,0,3,0.6,Bath Rugby,13,2636,1,1,2,0.6
2013-03-22,United Rugby Championship,Zebre,10,2332,2,0,0,0,Scarlets,24,2584,2,1,4,1
2013-03-22,United Rugby Championship,Ospreys,52,2661,7,7,1,1,Dragons,19,2444,2,0,3,1
2013-03-22,United Rugby Championship,Edinburgh,14,2426,1,0,3,1,Ulster,8,2709,1,0,1,1
2013-03-22,Super Rugby Pacific,Chiefs,19,2635,1,1,4,0.62,Highlanders,7,2447,1,1,0,0.25
2013-03-23,Premiership Rugby,London Irish,26,2528,3,1,3,0.67,Worcester Warriors,6,2478,0,0,2,1
2013-03-23,Premiership Rugby,Gloucester Rugby,15,2611,0,0,5,0.56,London Welsh,14,2415,1,0,3,0.6
2013-03-23,Premiership Rugby,Wasps,24,2551,2,1,4,0.83,Northampton Saints,26,2689,3,3,0,0.6
2013-03-23,Premiership Rugby,Exeter Chiefs,9,2615,0,0,3,0.75,Leicester Tigers,12,2757,0,0,4,1
2013-03-23,French Top 14,Bayonne,33,2578,3,3,4,0,Toulon,28,2728,4,4,0,0
2013-03-23,French Top 14,Racing 92,23,2640,2,2,3,0,Perpignan,19,2623,1,1,4,0
2013-03-23,French Top 14,Grenoble,9,2517,0,0,3,0,Montpellier Herault,16,2654,1,1,3,0
2013-03-23,French Top 14,Castres Olympique,20,2656,2,2,2,0,Agen,9,2427,0,0,3,0
2013-03-23,French Top 14,Bordeaux Begles,40,2427,4,4,4,0,Mont-de-Marsan,7,2298,1,1,0,0
2013-03-23,French Top 14,Biarritz Olympique,32,2593,2,2,6,0,Clermont Auvergne,28,2793,4,4,0,0
2013-03-23,United Rugby Championship,Munster,22,2684,3,2,1,1,Connacht,0,2474,0,0,0,0
2013-03-23,United Rugby Championship,Benetton Treviso,26,2457,1,2,4,1,Cardiff Blues,17,2494,2,2,1,1
2013-03-23,United Rugby Championship,Leinster,22,2803,1,1,5,1,Glasgow Warriors,17,2631,2,2,1,1
2013-03-23,Super Rugby Pacific,Crusaders,55,2683,7,7,2,1,Southern Kings,20,2485,2,2,2,0.8
2013-03-23,Super Rugby Pacific,Queensland Reds,23,2597,2,2,3,0.71,Bulls,18,2625,0,0,6,0.86
2013-03-23,Super Rugby Pacific,Western Force,10,2366,1,1,1,0.4,Cheetahs,19,2422,1,1,4,1
2013-03-23,Super Rugby Pacific,Sharks,64,2624,10,7,0,0.58,Melbourne Rebels,7,2350,1,1,0,1
2013-03-23,Super Rugby Pacific,Stormers,35,2662,4,3,3,0.75,Brumbies,22,2580,1,1,5,1
2013-03-24,Premiership Rugby,Saracens,27,2791,2,1,5,0.67,Harlequins,12,2772,0,0,4,0.8
2013-03-24,French Top 14,Stade Toulousain,43,2738,4,4,5,0,Stade Francais Paris,16,2584,1,1,3,0
2013-03-24,Super Rugby Pacific,New South Wales Waratahs,30,2478,3,3,3,1,Blues,27,2514,3,3,2,0.83
2013-03-29,Premiership Rugby,Gloucester Rugby,17,2625,2,2,1,0.6,Harlequins,15,2758,2,1,1,0.67
2013-03-29,French Top 14,Biarritz Olympique,33,2604,3,3,4,0,Grenoble,16,2505,1,1,3,0
2013-03-29,United Rugby Championship,Zebre,7,2325,1,1,0,1,Edinburgh,9,2434,0,0,3,1
2013-03-29,United Rugby Championship,Glasgow Warriors,51,2648,6,6,3,1,Munster,24,2668,3,3,1,1
2013-03-29,Super Rugby Pacific,Highlanders,33,2441,3,3,4,0.88,Queensland Reds,34,2603,4,4,2,0.75
2013-03-29,Rugby World Cup Qualifier,Greece,11,2460,1,0,2,0,Finland,13,2378,1,1,2,0
2013-03-29,Rugby World Cup Qualifier,Andorra,11,2409,1,0,2,0,Latvia,22,2375,1,1,5,0
2013-03-30,Premiership Rugby,Bath Rugby,40,2641,5,3,3,0.75,London Welsh,25,2411,1,1,6,0.88
2013-03-30,Premiership Rugby,Wasps,13,2547,1,1,2,1,Saracens,22,2795,2,0,4,0.57
2013-03-30,Premiership Rugby,Northampton Saints,8,2676,1,0,1,0.5,Leicester Tigers,36,2770,4,2,4,0.75
2013-03-30,Premiership Rugby,Worcester Warriors,18,2472,2,1,2,0.6,Exeter Chiefs,24,2621,3,3,1,0.8
2013-03-30,French Top 14,Stade Francais Paris,11,2575,1,0,2,0,Toulon,43,2738,4,4,5,0
2013-03-30,French Top 14,Mont-de-Marsan,17,2296,2,2,1,0,Montpellier Herault,30,2656,3,3,3,0
2013-03-30,French Top 14,Bordeaux Begles,39,2448,3,3,6,0,Bayonne,13,2557,1,1,2,0
2013-03-30,French Top 14,Perpignan,20,2613,2,2,2,0,Castres Olympique,21,2665,3,3,0,0
2013-03-30,French Top 14,Clermont Auvergne,66,2796,9,9,1,0,Agen,21,2424,3,3,0,0
2013-03-30,French Top 14,Racing 92,26,2632,2,2,4,0,Stade Toulousain,27,2745,3,3,2,0
2013-03-30,United Rugby Championship,Dragons,20,2437,2,2,2,1,Scarlets,28,2590,3,2,3,1
2013-03-30,United Rugby Championship,Cardiff Blues,16,2488,1,1,3,1,Ospreys,23,2666,2,2,3,1
2013-03-30,United Rugby Championship,Leinster,18,2790,0,0,6,1,Ulster,22,2722,2,0,4,1
2013-03-30,Super Rugby Pacific,Hurricanes,46,2584,6,5,2,0.78,Southern Kings,30,2474,3,3,3,0.86
2013-03-30,Super Rugby Pacific,Chiefs,23,2641,2,2,3,0.83,Blues,16,2507,1,1,3,0.8
2013-03-30,Super Rugby Pacific,Brumbies,23,2591,1,0,6,0.67,Bulls,20,2614,2,2,2,0.8
2013-03-30,Super Rugby Pacific,Cheetahs,34,2434,5,3,1,0.57,Melbourne Rebels,16,2338,1,1,3,1
2013-03-30,Super Rugby Pacific,Stormers,14,2653,1,0,3,0.75,Crusaders,19,2693,1,1,4,0.83
2013-03-30,Rugby World Cup Qualifier,Thailand,33,2516,3,3,4,0,Kazakhstan,10,2396,1,1,1,0
2013-03-30,Rugby World Cup Qualifier,Sri Lanka,39,2476,3,3,6,0,Chinese Taipei,8,2448,1,0,1,0
2013-03-31,Premiership Rugby,London Irish,33,2528,3,3,4,0.78,Sale Sharks,33,2517,4,2,3,0.62
2013-03-31,Super Rugby Pacific,New South Wales Waratahs,23,2484,1,0,6,0.75,Western Force,19,2359,1,1,4,0.83
2013-04-02,Rugby World Cup Qualifier,Chinese Taipei,10,2430,1,1,1,0,Kazakhstan,42,2414,6,6,0,0
2013-04-02,Rugby World Cup Qualifier,Sri Lanka,45,2492,6,6,1,0,Thailand,7,2500,1,1,0,0
2013-04-04,European Rugby Challenge Cup,Gloucester Rugby,31,2614,3,2,4,0.75,Biarritz Olympique,41,2615,5,5,1,0.75
2013-04-05,European Rugby Challenge Cup,Wasps,28,2541,4,1,2,0.43,Leinster,48,2797,5,4,5,0.82
2013-04-05,European Rugby Challenge Cup,Perpignan,30,2627,3,3,3,1,Stade Toulousain,19,2732,1,1,4,0.83
2013-04-05,Super Rugby Pacific,Blues,29,2515,4,3,1,0.57,Highlanders,18,2433,2,1,2,0.6
2013-04-05,Super Rugby Pacific,Brumbies,28,2589,2,0,6,0.6,Southern Kings,28,2475,4,4,0,0.8
2013-04-05,Super Rugby Pacific,Sharks,21,2635,0,0,7,1,Crusaders,17,2681,1,0,4,0.5
2013-04-05,Rugby World Cup Qualifier,Malta,10,2448,1,1,1,0,Switzerland,19,2544,1,1,4,0
2013-04-05,Rugby World Cup Qualifier,Bulgaria,20,2420,2,2,2,0,Slovenia,14,2383,2,2,0,0
2013-04-05,Rugby World Cup Qualifier,Thailand,23,2481,2,2,3,0,Chinese Taipei,52,2448,7,7,1,0
2013-04-05,Rugby World Cup Qualifier,Israel,17,2513,2,2,1,0,Latvia,15,2369,0,0,5,0
2013-04-05,Rugby World Cup Qualifier,Austria,10,2409,1,1,1,0,Hungary,11,2379,1,0,2,0
2013-04-05,Rugby World Cup Qualifier,Sri Lanka,49,2503,7,7,0,0,Kazakhstan,18,2403,0,0,6,0
2013-04-06,European Rugby Champions Cup,Clermont Auvergne,36,2805,5,4,1,0.71,Montpellier Herault,14,2647,1,0,3,0.6
2013-04-06,European Rugby Champions Cup,Saracens,27,2803,2,1,5,0.86,Ulster,16,2715,1,1,3,0.67
2013-04-06,European Rugby Challenge Cup,Bath Rugby,20,2622,2,1,1,0.4,Stade Francais Paris,36,2593,4,2,3,0.62
2013-04-06,Super Rugby Pacific,Hurricanes,41,2591,4,3,5,0.8,New South Wales Waratahs,29,2478,3,1,4,0.71
2013-04-06,Super Rugby Pacific,Western Force,23,2348,3,1,2,0.43,Melbourne Rebels,30,2349,4,2,2,0.57
2013-04-06,Super Rugby Pacific,Cheetahs,26,2449,2,2,3,0.83,Stormers,24,2637,2,1,4,0.83
2013-04-07,European Rugby Champions Cup,Harlequins,12,2745,0,0,4,0.8,Munster,18,2680,0,0,6,0.75
2013-04-07,European Rugby Champions Cup,Toulon,21,2748,0,0,6,1,Leicester Tigers,15,2759,0,0,5,0.83
2013-04-12,Premiership Rugby,Sale Sharks,32,2535,5,2,1,0.5,Gloucester Rugby,9,2595,0,0,3,0.6
2013-04-12,French Top 14,Castres Olympique,23,2662,2,2,3,0,Bordeaux Begles,23,2451,2,2,3,0
2013-04-12,United Rugby Championship,Ulster,31,2719,4,4,1,1,Dragons,5,2433,1,0,0,0
2013-04-12,United Rugby Championship,Scarlets,29,2607,2,2,4,1,Glasgow Warriors,6,2631,0,0,2,1
2013-04-12,United Rugby Championship,Edinburgh,24,2425,0,0,8,1,Connacht,32,2483,2,2,5,1
2013-04-12,Super Rugby Pacific,Highlanders,19,2427,1,1,4,1,Brumbies,30,2595,3,3,3,0.75
2013-04-12,Rugby World Cup Qualifier,Denmark,38,2470,5,5,1,0,Serbia and Montenegro,0,2437,0,0,0,0
2013-04-12,Rugby World Cup Qualifier,Bosnia and Herzegovina,33,2433,3,3,4,0,Luxembourg,23,2382,2,2,3,0
2013-04-12,Rugby World Cup Qualifier,Greece,21,2467,3,3,0,0,Norway,14,2341,2,2,0,0
2013-04-12,Rugby World Cup Qualifier,Netherlands,48,2569,6,6,2,0,Malta,10,2438,1,1,1,0
2013-04-12,Rugby World Cup Qualifier,Switzerland,37,2557,4,4,3,0,Lithuania,21,2483,3,3,0,0
2013-04-13,Premiership Rugby,Harlequins,23,2751,2,2,3,1,Bath Rugby,9,2616,0,0,3,1
2013-04-13,Premiership Rugby,Exeter Chiefs,27,2632,2,1,5,0.75,London Irish,6,2517,0,0,2,1
2013-04-13,French Top 14,Montpellier Herault,10,2660,1,1,1,0,Stade Toulousain,8,2720,1,0,1,0
2013-04-13,French Top 14,Agen,20,2418,2,2,2,0,Stade Francais Paris,28,2598,4,4,0,0
2013-04-13,French Top 14,Bayonne,31,2565,4,4,1,0,Grenoble,24,2497,3,3,1,0
2013-04-13,French Top 14,Mont-de-Marsan,9,2292,0,0,3,0,Racing 92,34,2636,4,4,2,0
2013-04-13,United Rugby Championship,Cardiff Blues,28,2493,3,2,3,1,Zebre,13,2319,1,1,2,1
2013-04-13,United Rugby Championship,Munster,16,2673,2,0,2,1,Leinster,22,2804,1,1,5,1
2013-04-13,United Rugby Championship,Ospreys,28,2673,3,2,3,1,Benetton Treviso,3,2451,0,0,1,1
2013-04-13,Super Rugby Pacific,Chiefs,23,2630,2,2,3,0.83,Queensland Reds,31,2615,4,4,1,0.71
2013-04-13,Super Rugby Pacific,Blues,28,2533,4,4,0,0.67,Hurricanes,6,2573,0,0,1,0.5
2013-04-13,Super Rugby Pacific,Melbourne Rebels,27,2342,3,3,2,0.83,Southern Kings,30,2482,3,3,2,0.83
2013-04-13,Super Rugby Pacific,Western Force,16,2366,1,1,3,0.8,Crusaders,14,2664,1,0,3,0.75
2013-04-13,Super Rugby Pacific,Stormers,22,2647,1,1,5,1,Sharks,15,2626,0,0,5,0.83
2013-04-13,Super Rugby Pacific,Bulls,26,2619,2,2,4,1,Cheetahs,20,2444,1,0,5,0.71
2013-04-14,Premiership Rugby,London Welsh,14,2405,2,2,0,1,Northampton Saints,31,2682,4,1,3,0.57
2013-04-14,Premiership Rugby,Saracens,47,2806,6,4,3,0.7,Worcester Warriors,17,2468,2,2,1,1
2013-04-14,Premiership Rugby,Leicester Tigers,35,2765,5,2,2,0.5,Wasps,16,2535,1,1,3,1
2013-04-14,French Top 14,Perpignan,33,2636,3,3,4,0,Biarritz Olympique,28,2606,4,4,0,0
2013-04-14,French Top 14,Toulon,26,2749,2,2,4,0,Clermont Auvergne,26,2804,2,2,4,0
2013-04-19,United Rugby Championship,Dragons,30,2448,2,1,5,1,Munster,24,2658,4,2,0,1
2013-04-19,United Rugby Championship,Benetton Treviso,30,2464,3,3,3,1,Edinburgh,10,2411,1,1,1,1
2013-04-19,United Rugby Championship,Glasgow Warriors,35,2647,5,2,2,1,Ospreys,17,2657,2,2,1,1
2013-04-19,United Rugby Championship,Connacht,18,2477,2,1,2,1,Ulster,34,2726,5,3,1,1
2013-04-19,Super Rugby Pacific,Hurricanes,22,2577,3,2,1,0.5,Western Force,16,2361,1,1,3,0.8
2013-04-19,Super Rugby Pacific,New South Wales Waratahs,25,2491,3,2,2,0.57,Chiefs,20,2616,2,2,2,0.57
2013-04-19,FIRA Championship D2,Hungary,15,2375,0,0,5,0,Cyprus,16,2609,1,1,3,0
2013-04-19,Rugby World Cup Qualifier,Slovenia,22,2393,1,1,5,0,Austria,20,2399,2,2,2,0
2013-04-19,Rugby World Cup Qualifier,Bosnia and Herzegovina,19,2441,1,1,4,0,Finland,5,2370,1,0,0,0
2013-04-19,Rugby World Cup Qualifier,Japan,121,2570,16,16,3,0,Philippines,0,2543,0,0,0,0
2013-04-19,Rugby World Cup Qualifier,Croatia,24,2514,3,3,1,0,Netherlands,29,2578,2,2,5,0
2013-04-19,Rugby World Cup Qualifier,Israel,46,2526,4,4,6,0,Denmark,3,2457,0,0,1,0
2013-04-19,Rugby World Cup Qualifier,Luxembourg,20,2394,2,2,2,0,Greece,7,2454,1,1,0,0
2013-04-19,Rugby World Cup Qualifier,Hong Kong,53,2495,5,5,6,0,United Arab Emirates,7,2434,1,1,0,0
2013-04-20,Premiership Rugby,Bath Rugby,27,2630,4,2,1,0.38,Leicester Tigers,26,2752,2,2,4,1
2013-04-20,Premiership Rugby,London Irish,47,2527,7,6,0,0.86,London Welsh,28,2395,3,2,3,0.62
2013-04-20,Premiership Rugby,Gloucester Rugby,28,2611,3,2,3,0.71,Saracens,23,2791,2,2,3,1
2013-04-20,Premiership Rugby,Worcester Warriors,26,2463,2,2,4,1,Harlequins,42,2756,6,3,2,0.62
2013-04-20,Premiership Rugby,Northampton Saints,47,2690,7,3,2,0.56,Sale Sharks,7,2527,1,1,0,1
2013-04-20,French Top 14,Clermont Auvergne,39,2815,3,3,6,0,Stade Toulousain,17,2709,2,2,1,0
2013-04-20,French Top 14,Castres Olympique,44,2665,5,5,3,0,Mont-de-Marsan,17,2289,2,2,1,0
2013-04-20,French Top 14,Bayonne,32,2578,2,2,6,0,Montpellier Herault,26,2647,2,2,4,0
2013-04-20,French Top 14,Bordeaux Begles,16,2471,1,1,3,0,Biarritz Olympique,0,2585,0,0,0,0
2013-04-20,French Top 14,Agen,23,2433,2,2,3,0,Perpignan,15,2621,0,0,5,0
2013-04-20,French Top 14,Grenoble,25,2513,1,1,6,0,Toulon,24,2733,3,3,1,0
2013-04-20,United Rugby Championship,Scarlets,24,2617,3,3,1,1,Cardiff Blues,6,2483,0,0,2,1
2013-04-20,Super Rugby Pacific,Crusaders,24,2670,2,1,4,0.71,Highlanders,8,2421,1,0,1,0.33
2013-04-20,Super Rugby Pacific,Queensland Reds,19,2614,3,2,0,0.67,Brumbies,19,2595,1,1,4,0.71
2013-04-20,Super Rugby Pacific,Sharks,6,2611,0,0,2,1,Cheetahs,12,2459,2,1,0,0.33
2013-04-20,Super Rugby Pacific,Southern Kings,0,2472,0,0,0,0,Bulls,34,2629,4,4,1,0.83
2013-04-21,Premiership Rugby,Wasps,24,2527,3,3,1,0.8,Exeter Chiefs,37,2639,4,4,3,0.78
2013-04-21,French Top 14,Stade Francais Paris,19,2609,1,1,4,0,Racing 92,16,2626,1,1,3,0
2013-04-21,United Rugby Championship,Zebre,22,2318,3,2,1,1,Leinster,41,2805,5,5,2,1
2013-04-25,Rugby World Cup Qualifier,United Arab Emirates,10,2420,1,1,1,0,Korea,75,2463,9,9,4,0
2013-04-26,European Rugby Challenge Cup,Perpignan,22,2610,2,0,4,0.57,Stade Francais Paris,25,2620,1,1,6,0.88
2013-04-26,United Rugby Championship,Benetton Treviso,23,2464,1,2,3,1,Connacht,23,2477,2,2,3,1
2013-04-26,Super Rugby Pacific,Hurricanes,16,2569,2,0,2,0.33,Stormers,18,2655,2,1,2,0.6
2013-04-26,Super Rugby Pacific,Queensland Reds,12,2622,0,0,4,0.8,Blues,11,2526,1,0,2,0.5
2013-04-26,Rugby World Cup Qualifier,Lithuania,15,2493,0,0,5,0,Croatia,14,2503,2,2,0,0
2013-04-26,Rugby World Cup Qualifier,Uruguay,18,2399,0,0,6,0,Argentina,29,2674,2,2,5,0
2013-04-26,Rugby World Cup Qualifier,Hong Kong,0,2483,0,0,0,0,Japan,38,2582,5,5,1,0
2013-04-26,Rugby World Cup Qualifier,Chile,38,2545,5,5,1,0,Brazil,22,2569,1,1,5,0
2013-04-27,European Rugby Champions Cup,Clermont Auvergne,16,2821,1,1,3,0.8,Munster,10,2652,1,1,1,1
2013-04-27,European Rugby Challenge Cup,Leinster,44,2812,5,5,3,0.89,Biarritz Olympique,16,2579,1,1,3,0.8
2013-04-27,Super Rugby Pacific,Chiefs,37,2626,4,4,3,1,Sharks,29,2601,4,3,1,0.67
2013-04-27,Super Rugby Pacific,Brumbies,41,2601,6,4,1,0.71,Western Force,7,2355,1,1,0,1
2013-04-27,Super Rugby Pacific,Bulls,30,2635,2,1,6,0.78,New South Wales Waratahs,19,2485,3,2,0,0.4
2013-04-27,Super Rugby Pacific,Cheetahs,26,2469,3,1,3,0.67,Southern Kings,12,2462,0,0,4,0.8
2013-04-28,European Rugby Champions Cup,Saracens,12,2779,0,0,4,0.8,Toulon,24,2745,0,0,7,1
2013-04-28,Super Rugby Pacific,Crusaders,30,2672,2,1,6,0.88,Melbourne Rebels,26,2340,3,1,3,0.57
2013-04-30,Rugby World Cup Qualifier,Argentina,85,2683,10,10,5,0,Chile,10,2536,1,1,1,0
2013-04-30,Rugby World Cup Qualifier,Uruguay,58,2421,7,7,3,0,Brazil,7,2547,1,1,0,0
2013-05-03,United Rugby Championship,Zebre,25,2315,2,0,5,1,Munster,27,2655,3,3,2,1
2013-05-03,United Rugby Championship,Scarlets,17,2595,1,0,4,1,Benetton Treviso,41,2486,4,3,5,1
2013-05-03,United Rugby Championship,Edinburgh,31,2422,3,2,4,1,Dragons,24,2438,3,3,1,1
2013-05-03,United Rugby Championship,Ulster,37,2732,4,4,3,1,Cardiff Blues,13,2478,1,1,1,1
2013-05-03,United Rugby Championship,Connacht,3,2468,0,0,1,1,Glasgow Warriors,20,2656,2,2,1,1
2013-05-03,United Rugby Championship,Leinster,37,2820,4,4,3,1,Ospreys,19,2648,3,2,0,1
2013-05-03,Super Rugby Pacific,Blues,18,2539,0,0,6,0.86,Stormers,17,2642,2,2,1,0.75
2013-05-03,Super Rugby Pacific,Melbourne Rebels,33,2336,5,4,0,0.8,Chiefs,39,2629,6,3,1,0.57
2013-05-03,Rugby World Cup Qualifier,Argentina,83,2692,11,11,2,0,Brazil,0,2538,0,0,0,0
2013-05-03,Rugby World Cup Qualifier,Japan,64,2592,7,7,5,0,Korea,5,2453,1,0,0,0
2013-05-03,Rugby World Cup Qualifier,Uruguay,23,2434,2,2,3,0,Chile,9,2523,0,0,3,0
2013-05-04,Premiership Rugby,Exeter Chiefs,40,2648,2,2,7,0.82,Gloucester Rugby,39,2602,5,4,2,0.86
2013-05-04,Premiership Rugby,London Welsh,33,2407,4,2,3,0.62,Worcester Warriors,22,2451,3,2,1,0.6
2013-05-04,Premiership Rugby,Harlequins,22,2764,3,2,1,0.5,Northampton Saints,19,2682,3,2,0,0.5
2013-05-04,Premiership Rugby,Leicester Tigers,32,2756,5,2,1,0.5,London Irish,20,2523,3,1,1,0.5
2013-05-04,Premiership Rugby,Sale Sharks,21,2536,2,1,3,0.67,Wasps,20,2517,2,2,2,0.57
